37,technician,single,tertiary,0,-1,1,0,cellular,2,200,7,other,0,223
46,housemaid,single,secondary,0,198,1,0,cellular,1,350,1,other,0,93
37,management,married,primary,0,1506,0,0,cellular,3,80,3,success,0,101
52,technician,married,secondary,0,196,1,1,cellular,1,273,3,failure,0,116
34,technician,single,secondary,0,0,0,0,cellular,4,-1,0,NA,0,54
35,admin.,divorced,secondary,0,0,1,1,cellular,2,-1,0,NA,0,86
37,management,married,tertiary,0,203,0,0,cellular,1,90,5,success,1,759
54,housemaid,single,secondary,0,1213,0,0,cellular,1,-1,0,NA,1,241
59,retired,divorced,secondary,0,1,0,0,cellular,1,-1,0,NA,1,335
38,management,married,tertiary,0,238,0,0,cellular,1,92,3,failure,1,139
42,technician,divorced,secondary,0,214,0,0,cellular,1,-1,0,NA,1,127
46,management,married,tertiary,0,0,0,0,cellular,2,110,3,other,1,716
33,services,married,tertiary,0,570,0,0,cellular,1,-1,0,NA,0,70
26,technician,married,secondary,0,47,1,0,NA,2,-1,0,NA,0,282
23,student,single,secondary,0,1029,1,0,cellular,1,-1,0,NA,0,68
37,blue-collar,single,secondary,0,243,0,0,cellular,10,-1,0,NA,0,167
21,student,single,NA,0,200,0,0,NA,1,-1,0,NA,0,8
31,services,single,secondary,0,605,1,0,NA,1,-1,0,NA,0,222
40,services,married,secondary,0,471,1,0,cellular,4,-1,0,NA,1,430
75,self-employed,married,NA,0,4984,0,0,telephone,1,-1,0,NA,1,509
21,technician,single,secondary,0,519,0,0,NA,1,-1,0,NA,0,5
57,unemployed,married,primary,0,0,1,0,cellular,2,-1,0,NA,0,231
30,management,married,tertiary,0,419,1,0,cellular,1,-1,0,NA,1,194
36,self-employed,married,secondary,0,328,0,0,cellular,2,-1,0,NA,0,537
30,admin.,single,tertiary,0,739,1,0,cellular,1,-1,0,NA,0,297
47,blue-collar,married,secondary,0,0,1,1,cellular,1,-1,0,NA,0,196
39,blue-collar,married,secondary,0,3231,1,1,NA,2,-1,0,NA,0,164
48,technician,single,secondary,0,-92,1,0,cellular,1,-1,0,NA,1,1393
50,technician,married,tertiary,0,0,0,1,cellular,1,85,7,failure,0,257
36,technician,single,secondary,0,351,0,0,cellular,3,-1,0,NA,0,88
43,admin.,single,secondary,0,733,1,0,cellular,1,88,4,success,1,126
59,technician,married,secondary,0,2308,0,0,cellular,1,87,1,other,1,815
49,admin.,married,secondary,0,880,1,1,cellular,3,-1,0,NA,0,22
47,technician,divorced,secondary,0,165,0,0,NA,3,-1,0,NA,0,99
44,management,divorced,tertiary,0,2237,1,0,NA,2,-1,0,NA,0,125
28,management,single,tertiary,0,-227,1,0,NA,2,-1,0,NA,0,298
55,management,married,tertiary,0,2366,1,1,cellular,4,-1,0,NA,0,94
45,technician,married,secondary,0,1,1,0,cellular,1,-1,0,NA,0,433
26,admin.,single,secondary,0,766,0,0,cellular,2,-1,0,NA,1,457
30,services,married,secondary,0,475,0,0,cellular,5,-1,0,NA,0,192
29,technician,single,secondary,0,70,1,1,cellular,2,-1,0,NA,0,400
53,blue-collar,married,secondary,0,21522,0,0,NA,4,-1,0,NA,0,146
54,technician,married,secondary,0,473,0,1,cellular,1,-1,0,NA,0,112
55,blue-collar,married,secondary,0,1011,1,0,cellular,2,-1,0,NA,0,112
42,management,divorced,tertiary,0,1775,1,0,telephone,5,-1,0,NA,0,276
58,retired,married,secondary,0,32948,0,0,NA,2,-1,0,NA,0,364
36,unemployed,married,secondary,0,608,1,0,cellular,1,263,3,other,0,114
34,self-employed,married,tertiary,0,442,1,0,cellular,1,164,2,other,0,69
42,admin.,single,secondary,0,-247,1,1,telephone,1,166,1,other,1,519
41,management,divorced,tertiary,0,1576,1,0,NA,2,-1,0,NA,0,232
29,technician,single,secondary,0,590,0,0,cellular,1,-1,0,NA,1,124
27,technician,single,secondary,0,598,1,0,cellular,2,-1,0,NA,0,309
28,services,single,secondary,0,1347,0,0,telephone,2,108,14,other,0,317
37,blue-collar,married,secondary,0,790,0,0,NA,1,-1,0,NA,0,262
40,technician,single,secondary,0,5637,1,0,NA,3,-1,0,NA,1,553
23,services,single,secondary,0,210,1,0,NA,1,-1,0,NA,0,507
41,services,married,tertiary,0,881,0,0,cellular,3,-1,0,NA,1,257
43,blue-collar,married,secondary,0,1335,1,0,NA,2,-1,0,NA,0,371
35,admin.,married,secondary,0,2897,0,0,NA,2,-1,0,NA,0,243
33,services,single,secondary,0,0,1,0,NA,3,-1,0,NA,0,134
30,services,married,secondary,0,637,1,0,cellular,5,-1,0,NA,0,69
39,technician,divorced,secondary,0,385,0,0,cellular,1,48,2,failure,1,242
28,self-employed,single,secondary,0,-395,1,0,NA,4,-1,0,NA,0,141
45,unemployed,married,secondary,0,-407,1,0,cellular,3,371,2,failure,0,320
45,management,married,tertiary,0,1363,1,0,NA,5,-1,0,NA,0,657
42,blue-collar,married,secondary,0,165,1,0,NA,2,-1,0,NA,0,333
36,blue-collar,married,NA,0,79,1,0,NA,14,-1,0,NA,0,201
24,management,single,tertiary,0,1506,0,0,cellular,2,95,4,success,1,239
40,admin.,single,secondary,0,985,1,0,cellular,3,50,8,failure,1,592
51,technician,married,tertiary,0,0,0,0,cellular,2,66,2,success,1,662
33,technician,married,secondary,0,620,0,0,cellular,2,-1,0,NA,0,106
27,admin.,single,secondary,0,1327,0,0,cellular,1,241,9,other,0,339
35,unemployed,married,secondary,0,977,1,0,cellular,4,91,1,other,0,52
34,management,married,secondary,1,879,1,0,cellular,1,344,1,failure,1,712
36,management,married,tertiary,0,763,0,0,cellular,1,-1,0,NA,0,50
53,admin.,married,secondary,0,2851,0,1,telephone,1,119,1,failure,0,89
52,management,single,tertiary,0,1205,0,0,telephone,20,-1,0,NA,0,18
36,management,married,tertiary,0,495,0,0,cellular,3,97,2,success,1,157
33,blue-collar,single,secondary,0,228,0,0,telephone,1,89,4,failure,0,110
36,technician,married,tertiary,0,0,0,0,cellular,1,-1,0,NA,0,245
57,housemaid,married,primary,0,1870,0,0,NA,1,-1,0,NA,0,129
49,blue-collar,married,primary,0,23,1,0,NA,1,-1,0,NA,0,247
32,blue-collar,married,primary,0,415,1,0,NA,4,-1,0,NA,1,777
37,technician,married,secondary,0,5115,1,0,cellular,2,171,4,failure,1,1210
40,admin.,married,primary,0,72,1,1,cellular,1,-1,0,NA,1,849
38,blue-collar,married,secondary,0,1165,1,0,cellular,3,94,10,failure,1,784
41,housemaid,married,secondary,0,879,0,0,NA,2,-1,0,NA,1,1053
43,technician,married,secondary,0,308,1,0,cellular,3,264,4,other,0,137
34,admin.,divorced,secondary,0,67,1,0,NA,1,-1,0,NA,0,90
31,management,single,tertiary,0,177,1,0,cellular,1,-1,0,NA,0,124
30,admin.,single,secondary,0,387,1,0,NA,1,-1,0,NA,0,75
42,technician,married,NA,0,1559,0,0,cellular,1,-1,0,NA,1,368
43,management,divorced,tertiary,0,2367,0,0,cellular,1,113,3,success,1,83
45,technician,married,secondary,0,2403,0,0,cellular,1,-1,0,NA,0,207
32,blue-collar,married,secondary,0,169,1,0,cellular,2,-1,0,NA,0,291
49,entrepreneur,single,secondary,0,5802,0,0,cellular,2,-1,0,NA,1,618
55,NA,married,secondary,0,2206,0,0,cellular,1,91,5,success,1,265
28,student,single,tertiary,0,682,1,0,cellular,1,255,2,other,0,356
41,technician,married,secondary,0,640,0,0,cellular,6,-1,0,NA,0,169
33,blue-collar,married,secondary,0,89,1,0,cellular,2,-1,0,NA,1,278
32,management,single,tertiary,0,1218,1,0,telephone,2,-1,0,NA,0,70
48,services,divorced,primary,0,2805,0,1,cellular,2,-1,0,NA,0,212
44,services,married,primary,0,3,1,0,cellular,1,-1,0,NA,0,228
34,technician,single,tertiary,0,144,1,1,cellular,1,85,19,failure,0,104
32,blue-collar,married,secondary,0,356,1,0,cellular,3,-1,0,NA,0,451
33,blue-collar,married,secondary,0,1464,1,0,NA,3,-1,0,NA,1,588
32,management,single,tertiary,0,2069,0,0,cellular,1,-1,0,NA,1,545
35,management,single,tertiary,0,5958,1,0,cellular,1,-1,0,NA,1,215
38,admin.,married,secondary,0,755,1,0,cellular,1,-1,0,NA,1,120
39,technician,single,secondary,0,15,1,0,cellular,1,-1,0,NA,1,510
36,services,single,secondary,0,1482,1,0,cellular,2,174,1,other,0,177
33,admin.,married,secondary,0,-370,1,0,cellular,1,345,1,failure,1,261
38,unemployed,married,primary,0,7005,1,0,cellular,1,412,1,failure,1,370
41,admin.,married,secondary,0,0,0,0,NA,1,-1,0,NA,0,89
20,student,single,NA,0,755,0,0,cellular,1,-1,0,NA,1,284
38,admin.,divorced,secondary,0,485,1,0,cellular,1,-1,0,NA,0,252
57,retired,married,primary,0,5799,0,0,NA,1,-1,0,NA,0,97
47,blue-collar,married,primary,0,206,1,0,NA,1,-1,0,NA,0,152
55,management,divorced,tertiary,0,9756,1,0,cellular,2,95,1,other,1,103
58,management,divorced,tertiary,0,5701,0,0,cellular,1,-1,0,NA,1,521
48,unemployed,divorced,secondary,0,1266,1,0,telephone,1,-1,0,NA,0,45
57,retired,married,primary,0,3288,0,0,cellular,4,-1,0,NA,0,186
53,management,married,tertiary,0,1786,1,0,NA,2,-1,0,NA,0,66
53,admin.,married,secondary,0,1796,0,0,telephone,1,91,2,success,1,295
35,management,married,tertiary,0,43,1,0,cellular,1,-1,0,NA,1,860
49,admin.,divorced,secondary,0,333,1,0,NA,3,-1,0,NA,0,36
53,technician,divorced,secondary,0,281,1,0,cellular,2,337,9,other,0,171
46,technician,married,secondary,0,1167,1,0,cellular,2,-1,0,NA,1,1540
45,management,married,tertiary,0,31472,0,0,cellular,7,-1,0,NA,1,568
33,services,married,secondary,0,227,1,1,cellular,2,-1,0,NA,1,477
52,technician,married,secondary,0,2944,0,0,cellular,18,-1,0,NA,0,22
49,blue-collar,divorced,primary,0,235,0,0,cellular,1,-1,0,NA,0,626
36,services,divorced,secondary,0,82,1,0,cellular,1,-1,0,NA,0,226
42,unemployed,married,secondary,0,1289,0,0,cellular,3,92,6,success,1,1176
49,blue-collar,married,primary,0,399,0,0,cellular,1,-1,0,NA,0,679
31,technician,married,secondary,0,7,0,0,telephone,6,-1,0,NA,0,116
41,self-employed,married,tertiary,0,0,1,0,telephone,3,426,1,other,1,395
25,services,single,secondary,0,3217,1,0,NA,1,-1,0,NA,0,24
38,management,married,tertiary,0,613,0,0,cellular,1,-1,0,NA,1,239
38,admin.,married,secondary,0,607,1,0,NA,3,-1,0,NA,0,315
52,blue-collar,married,primary,0,1524,0,0,cellular,6,-1,0,NA,1,1007
25,technician,single,secondary,0,102,0,1,cellular,2,-1,0,NA,1,574
46,admin.,single,secondary,0,533,0,0,cellular,1,-1,0,NA,0,71
34,management,single,tertiary,0,682,0,0,cellular,3,-1,0,NA,0,472
44,blue-collar,divorced,primary,0,75,1,0,cellular,1,281,1,failure,0,614
58,entrepreneur,married,secondary,0,496,0,0,cellular,1,-1,0,NA,1,132
36,management,married,tertiary,0,255,0,0,cellular,6,95,4,success,1,242
32,blue-collar,single,secondary,0,226,1,0,NA,5,-1,0,NA,0,426
34,self-employed,single,tertiary,0,9962,0,0,cellular,1,-1,0,NA,1,474
33,technician,married,secondary,0,6699,0,0,cellular,1,462,1,failure,0,425
40,entrepreneur,single,secondary,0,5,0,1,cellular,3,-1,0,NA,0,117
56,retired,married,secondary,0,1956,0,0,cellular,2,-1,0,NA,0,126
36,management,single,tertiary,0,811,0,0,cellular,1,-1,0,NA,1,229
75,retired,divorced,primary,0,3881,1,0,cellular,3,-1,0,NA,1,136
26,entrepreneur,married,tertiary,1,144,0,1,cellular,1,-1,0,NA,0,730
47,services,divorced,tertiary,0,1639,0,0,cellular,1,-1,0,NA,1,349
40,blue-collar,married,primary,0,32,1,0,cellular,1,-1,0,NA,0,102
45,management,married,tertiary,0,876,0,0,NA,1,-1,0,NA,0,178
47,blue-collar,married,tertiary,0,1707,0,0,cellular,7,-1,0,NA,0,71
34,blue-collar,married,NA,0,245,1,0,NA,1,-1,0,NA,0,13
60,admin.,married,secondary,0,106,0,0,cellular,1,187,4,success,1,137
59,retired,married,secondary,0,25947,0,0,cellular,2,-1,0,NA,0,292
38,technician,married,secondary,0,922,1,1,cellular,2,-1,0,NA,0,388
56,blue-collar,single,secondary,0,6483,1,0,cellular,2,-1,0,NA,0,125
44,entrepreneur,married,secondary,0,860,1,1,cellular,2,295,5,failure,0,96
31,management,single,tertiary,0,0,0,0,cellular,4,-1,0,NA,0,155
50,technician,divorced,secondary,0,-556,1,1,cellular,2,-1,0,NA,0,270
81,retired,married,primary,0,0,0,0,telephone,1,-1,0,NA,0,198
30,blue-collar,married,secondary,0,0,1,1,cellular,1,-1,0,NA,1,1399
35,admin.,married,secondary,0,898,1,0,cellular,1,-1,0,NA,1,214
40,services,single,secondary,0,65,1,0,cellular,3,-1,0,NA,0,15
33,technician,single,tertiary,0,119,0,1,cellular,3,-1,0,NA,0,202
70,retired,married,primary,0,2795,0,0,cellular,2,-1,0,NA,1,301
27,unemployed,single,primary,0,9,0,1,cellular,2,-1,0,NA,1,919
25,technician,single,secondary,0,1135,1,0,NA,3,-1,0,NA,0,396
46,technician,married,secondary,0,499,1,0,cellular,10,-1,0,NA,0,37
50,blue-collar,married,secondary,0,325,1,0,cellular,1,-1,0,NA,0,150
39,management,single,tertiary,0,1092,0,0,cellular,7,-1,0,NA,0,205
30,technician,single,tertiary,0,0,0,0,cellular,2,-1,0,NA,0,121
36,technician,married,tertiary,0,376,0,0,cellular,1,-1,0,NA,1,173
53,technician,married,secondary,0,180,0,1,cellular,2,-1,0,NA,0,58
31,housemaid,married,secondary,0,243,1,0,cellular,2,842,1,failure,1,305
29,admin.,single,secondary,0,464,0,0,cellular,2,91,3,success,1,208
53,admin.,divorced,NA,0,257,0,0,cellular,2,-1,0,NA,1,1310
29,admin.,single,tertiary,0,41,1,0,cellular,2,-1,0,NA,1,148
33,management,married,tertiary,0,849,1,0,cellular,2,-1,0,NA,0,89
37,management,divorced,tertiary,0,-42,1,0,cellular,2,-1,0,NA,1,668
54,blue-collar,married,NA,0,6251,1,0,NA,3,-1,0,NA,0,421
42,admin.,married,secondary,0,16517,0,0,cellular,5,203,4,failure,0,549
52,blue-collar,married,secondary,0,8180,1,0,cellular,1,144,1,failure,0,81
33,blue-collar,married,primary,0,3512,1,0,cellular,1,183,2,failure,0,251
39,admin.,married,secondary,0,2783,1,0,cellular,2,-1,0,NA,0,131
32,technician,married,secondary,0,1840,1,0,cellular,13,-1,0,NA,0,99
34,management,single,tertiary,0,1,0,0,cellular,1,-1,0,NA,0,582
26,student,single,tertiary,0,193,0,0,cellular,2,-1,0,NA,0,48
44,blue-collar,married,secondary,0,2979,1,0,cellular,5,178,3,other,0,18
18,student,single,primary,0,608,0,0,cellular,1,93,1,success,1,210
31,management,divorced,tertiary,0,254,0,0,cellular,8,-1,0,NA,1,1576
44,blue-collar,single,secondary,0,712,1,1,cellular,3,-1,0,NA,1,740
30,entrepreneur,single,secondary,0,732,0,0,cellular,4,-1,0,NA,1,1404
35,technician,single,secondary,0,0,0,0,cellular,2,-1,0,NA,0,111
38,blue-collar,married,secondary,0,0,0,0,NA,1,-1,0,NA,0,361
48,blue-collar,married,secondary,0,705,0,0,NA,2,-1,0,NA,0,108
52,management,married,tertiary,0,3163,0,0,cellular,6,-1,0,NA,0,56
46,management,married,tertiary,0,0,0,0,cellular,2,-1,0,NA,0,121
28,student,single,secondary,0,4793,0,0,NA,1,-1,0,NA,0,151
31,management,single,tertiary,0,999,1,0,cellular,5,-1,0,NA,0,187
38,management,married,tertiary,0,1722,1,0,cellular,1,-1,0,NA,1,500
26,unemployed,single,secondary,0,632,0,0,cellular,3,181,1,success,1,312
34,services,married,secondary,0,0,1,0,NA,4,-1,0,NA,0,115
54,self-employed,divorced,tertiary,0,0,1,1,cellular,3,-1,0,NA,0,309
60,blue-collar,married,tertiary,0,759,0,0,cellular,2,-1,0,NA,0,255
28,services,single,tertiary,0,441,0,0,cellular,1,-1,0,NA,0,106
39,management,married,secondary,0,215,0,0,cellular,4,-1,0,NA,1,1141
39,technician,single,NA,0,45248,1,0,NA,1,-1,0,NA,1,1623
30,student,single,secondary,0,61,0,1,cellular,5,8,2,other,0,133
29,blue-collar,married,secondary,0,-475,1,0,NA,2,-1,0,NA,0,538
58,housemaid,married,primary,0,2387,0,0,NA,2,-1,0,NA,0,55
27,technician,single,tertiary,0,1075,0,0,cellular,1,-1,0,NA,1,658
27,technician,single,tertiary,0,15161,0,0,cellular,1,120,1,success,1,74
25,technician,single,tertiary,0,1231,0,0,cellular,2,-1,0,NA,1,271
29,unemployed,single,secondary,0,523,0,0,cellular,1,-1,0,NA,0,351
32,admin.,divorced,secondary,0,2017,0,1,cellular,1,-1,0,NA,0,686
37,admin.,married,secondary,0,10465,0,0,NA,6,-1,0,NA,0,144
55,entrepreneur,married,tertiary,0,22,0,1,cellular,1,-1,0,NA,0,215
37,blue-collar,single,tertiary,0,3649,1,0,cellular,2,146,4,failure,0,623
64,retired,married,NA,0,679,0,0,telephone,1,-1,0,NA,1,167
33,blue-collar,married,secondary,0,139,1,1,cellular,2,291,5,failure,1,732
33,management,single,tertiary,0,0,1,0,cellular,1,-1,0,NA,1,585
52,management,married,tertiary,0,1295,1,0,cellular,1,123,1,other,0,121
42,technician,divorced,tertiary,0,21,1,0,NA,7,-1,0,NA,0,9
46,management,divorced,tertiary,0,624,0,0,cellular,1,276,1,other,1,420
44,services,married,secondary,0,972,1,0,cellular,3,-1,0,NA,0,294
48,unemployed,married,secondary,0,926,0,0,cellular,4,185,6,success,1,382
35,blue-collar,married,secondary,0,1388,1,0,NA,5,-1,0,NA,0,119
24,student,single,primary,0,1235,0,0,cellular,4,93,6,other,1,334
54,unemployed,married,secondary,0,582,1,0,cellular,5,372,2,failure,1,693
53,management,single,primary,0,208,1,0,NA,9,-1,0,NA,0,179
53,entrepreneur,married,tertiary,0,0,0,0,cellular,2,-1,0,NA,0,520
43,unemployed,divorced,secondary,0,4478,1,0,NA,1,-1,0,NA,0,133
38,blue-collar,single,primary,0,522,1,0,NA,1,-1,0,NA,0,156
53,management,married,tertiary,0,583,0,0,cellular,1,184,4,success,1,226
44,technician,divorced,secondary,0,1262,1,0,NA,11,-1,0,NA,1,788
44,technician,married,secondary,0,13761,1,0,NA,1,-1,0,NA,0,65
53,management,married,tertiary,0,618,0,0,cellular,2,-1,0,NA,0,73
29,unemployed,single,tertiary,0,70,0,0,cellular,1,-1,0,NA,1,393
34,management,single,tertiary,0,431,0,0,cellular,1,-1,0,NA,0,401
29,management,single,tertiary,0,985,1,0,cellular,2,-1,0,NA,1,396
55,technician,married,secondary,0,55,0,1,cellular,17,-1,0,NA,0,19
33,management,divorced,tertiary,0,-255,1,1,cellular,9,306,1,other,0,82
47,admin.,married,secondary,0,1808,0,1,cellular,1,-1,0,NA,0,125
30,entrepreneur,single,tertiary,0,-63,1,0,NA,1,-1,0,NA,0,94
40,technician,divorced,tertiary,0,568,1,0,NA,1,-1,0,NA,1,112
53,admin.,married,secondary,0,1661,1,1,cellular,1,-1,0,NA,0,85
37,technician,single,secondary,0,6714,1,0,NA,1,-1,0,NA,0,90
36,technician,married,tertiary,0,341,0,0,cellular,1,-1,0,NA,1,282
32,management,married,tertiary,0,1331,0,0,cellular,1,92,5,failure,1,126
27,technician,single,secondary,0,126,1,1,cellular,2,216,4,failure,0,147
35,technician,married,tertiary,0,7050,0,0,cellular,3,182,4,success,1,222
30,student,single,tertiary,0,2539,0,0,telephone,5,-1,0,NA,1,199
43,management,married,tertiary,0,3518,0,0,cellular,2,196,2,success,1,206
43,services,married,secondary,0,-236,1,0,cellular,7,-1,0,NA,1,745
46,admin.,married,secondary,0,3098,1,0,telephone,9,-1,0,NA,0,192
32,services,married,secondary,0,4885,1,1,cellular,2,-1,0,NA,0,400
72,retired,married,tertiary,0,0,0,0,cellular,1,-1,0,NA,1,99
31,admin.,married,secondary,0,307,1,0,NA,1,-1,0,NA,1,538
27,blue-collar,married,primary,0,202,0,1,cellular,1,-1,0,NA,0,41
38,blue-collar,married,secondary,0,1627,0,0,NA,9,-1,0,NA,1,1323
31,admin.,married,secondary,0,1229,0,0,cellular,1,-1,0,NA,1,176
30,management,divorced,tertiary,0,0,0,0,cellular,2,-1,0,NA,0,209
42,technician,married,secondary,0,2152,0,0,cellular,2,181,2,failure,0,361
33,self-employed,single,tertiary,0,562,1,1,cellular,1,363,1,failure,1,196
57,housemaid,married,primary,0,2785,0,0,cellular,4,-1,0,NA,1,610
37,admin.,married,secondary,0,641,1,0,NA,1,-1,0,NA,0,42
46,blue-collar,single,primary,0,2851,1,0,NA,2,-1,0,NA,0,122
48,management,married,primary,0,5348,0,0,NA,1,-1,0,NA,0,105
31,student,single,NA,0,376,0,0,cellular,1,96,2,other,0,202
27,management,single,tertiary,0,338,0,1,cellular,1,-1,0,NA,0,535
19,student,single,NA,0,1169,0,0,cellular,18,-1,0,NA,0,463
37,technician,married,secondary,0,474,1,0,cellular,1,322,1,failure,0,85
51,admin.,divorced,secondary,0,21,0,0,cellular,17,-1,0,NA,0,53
51,blue-collar,married,primary,0,1194,1,0,NA,3,-1,0,NA,0,558
28,management,single,tertiary,0,9314,0,0,cellular,2,-1,0,NA,1,276
42,blue-collar,married,secondary,0,2717,1,1,cellular,2,270,2,failure,0,181
35,technician,single,secondary,0,1183,1,0,cellular,3,185,2,failure,0,21
54,self-employed,married,NA,0,204,0,0,cellular,5,-1,0,NA,0,231
59,management,married,tertiary,0,474,0,0,cellular,1,-1,0,NA,1,252
60,unemployed,married,secondary,0,1047,0,0,cellular,3,279,4,success,1,173
31,housemaid,married,primary,0,-184,1,0,cellular,1,-1,0,NA,0,326
43,management,divorced,tertiary,0,443,1,0,NA,1,-1,0,NA,0,219
30,admin.,single,secondary,0,3809,1,0,NA,4,-1,0,NA,0,159
38,management,married,tertiary,1,327,1,1,cellular,5,-1,0,NA,1,556
40,management,married,secondary,0,406,1,0,NA,2,-1,0,NA,1,577
25,student,single,secondary,0,3713,0,0,cellular,2,353,3,other,1,323
60,retired,married,tertiary,0,3461,0,0,cellular,2,112,2,failure,0,94
60,admin.,married,NA,0,478,0,0,cellular,2,311,8,failure,1,173
43,entrepreneur,married,secondary,0,104,1,0,cellular,3,-1,0,NA,1,635
63,retired,divorced,tertiary,0,0,0,0,cellular,1,181,2,success,1,263
49,management,married,tertiary,0,403,0,0,cellular,2,-1,0,NA,0,255
53,blue-collar,divorced,primary,0,-1,1,0,cellular,3,5,1,other,0,138
39,unemployed,married,secondary,0,2245,0,0,cellular,2,-1,0,NA,1,749
37,management,married,tertiary,0,238,0,0,cellular,1,-1,0,NA,1,149
37,admin.,single,secondary,0,22,1,0,cellular,2,289,5,failure,0,28
23,services,single,secondary,0,91,1,0,NA,2,-1,0,NA,0,374
28,admin.,married,secondary,0,242,1,0,NA,1,779,12,failure,0,47
56,unemployed,married,secondary,0,12,0,0,cellular,3,187,1,failure,1,511
58,retired,married,secondary,0,195,0,0,cellular,1,-1,0,NA,0,41
41,self-employed,single,NA,0,426,1,0,NA,1,-1,0,NA,0,75
44,housemaid,married,primary,0,71,1,0,cellular,2,-1,0,NA,0,251
37,management,married,tertiary,0,8564,1,0,cellular,2,347,1,failure,0,211
63,retired,married,secondary,0,1612,0,0,telephone,2,-1,0,NA,1,233
42,blue-collar,married,secondary,0,160,1,1,NA,1,-1,0,NA,0,190
63,management,married,tertiary,0,0,0,0,cellular,2,182,6,failure,0,130
38,blue-collar,married,primary,0,290,1,0,cellular,1,-1,0,NA,0,283
55,technician,divorced,tertiary,0,264,1,0,NA,2,-1,0,NA,0,34
50,blue-collar,married,primary,0,604,0,0,cellular,1,-1,0,NA,0,104
48,admin.,single,secondary,0,1544,1,0,telephone,1,450,2,failure,1,263
43,management,single,tertiary,0,2067,1,0,NA,1,-1,0,NA,1,756
59,retired,married,primary,0,363,0,0,cellular,1,-1,0,NA,1,400
33,student,married,secondary,0,1536,0,0,cellular,2,178,4,success,1,258
44,technician,married,secondary,0,533,1,0,cellular,1,110,2,failure,0,127
56,entrepreneur,married,tertiary,0,8741,1,0,NA,3,-1,0,NA,0,318
52,blue-collar,married,primary,0,994,0,0,cellular,2,-1,0,NA,0,109
58,blue-collar,married,NA,0,64,0,1,cellular,2,-1,0,NA,0,78
43,technician,married,primary,0,4844,1,0,cellular,1,-1,0,NA,0,434
39,blue-collar,married,secondary,0,804,1,0,NA,1,-1,0,NA,0,166
19,student,single,secondary,0,96,0,0,cellular,3,-1,0,NA,0,106
47,housemaid,married,secondary,0,2524,0,0,cellular,1,-1,0,NA,1,105
72,self-employed,married,tertiary,0,132,0,0,cellular,2,65,1,success,1,260
31,blue-collar,married,secondary,0,41,1,0,NA,1,-1,0,NA,0,265
35,technician,single,secondary,0,225,1,0,cellular,5,-1,0,NA,0,7
40,self-employed,married,secondary,0,0,1,0,cellular,1,-1,0,NA,1,657
28,technician,single,tertiary,0,0,1,0,cellular,1,79,3,success,0,150
33,technician,single,tertiary,0,3689,0,0,cellular,3,-1,0,NA,1,445
41,entrepreneur,married,secondary,0,2480,1,0,NA,2,-1,0,NA,0,394
35,admin.,married,secondary,0,-203,1,0,cellular,2,-1,0,NA,1,1649
